ID_Zaznamu_Psa,Datum_Vytvorenia_Profilu,Hmotnost_Kg,Datum_Narodenia,Pohlavi,ID_Kondicie,ID_Aktivity,Je_Stene_Boolean
27233,2020-06-08 18:45:21,8,2011-03-16 18:46:00,pes,20,8,0
27235,2020-06-08 19:08:18,18,2007-08-16 19:20:54,pes,21,8,0
27236,2020-06-08 19:10:19,,,,,,0
27237,2020-06-08 19:21:40,,,,,,0
27239,2020-06-08 19:36:14,26,2009-08-26 19:37:06,fena,20,8,0
27241,2020-06-08 19:49:30,23,2013-06-08 19:50:07,fena,20,8,0
27243,2020-06-08 20:15:49,12.50,2016-10-12 20:17:46,fena,21,8,0
27244,2020-06-08 20:17:13,2.2,2019-03-12 20:25:08,pes,20,8,0
27247,2020-06-08 20:28:21,23,2019-06-08 20:33:39,pes,20,9,1
27249,2020-06-08 20:32:45,6,2016-06-16 21:29:01,pes,19,8,0
27250,2020-06-08 20:36:40,18,2016-07-08 20:37:35,fena,21,8,0
27258,2020-06-08 20:44:57,11,2019-01-17 20:45:50,pes,20,8,0
27261,2020-06-08 20:49:00,6,2017-02-21 21:08:36,pes,19,8,0
27263,2020-06-08 20:53:17,26,2017-11-17 20:58:51,fena,20,8,0
27264,2020-06-08 20:54:34,30,2019-06-01 21:57:27,pes,,,1
27280,2020-06-08 21:26:15,11,2020-03-01 21:50:58,fena,,,1
27281,2020-06-08 21:26:34,20,2015-06-08 21:27:20,pes,20,8,0
27284,2020-06-08 21:36:43,25,2018-04-07 21:38:05,fena,20,9,0
27287,2020-06-08 21:55:36,4,2019-10-27 22:01:40,fena,,,1
27289,2020-06-08 21:59:45,,,,,,0
27292,2020-06-08 22:05:01,14,2020-02-10 00:00:00,pes,,,1
27294,2020-06-08 22:09:48,2,2020-03-02 22:14:30,fena,,,1
27295,2020-06-08 22:12:26,26,2018-02-08 22:12:57,fena,20,8,0
27296,2020-06-08 22:13:03,2,2013-08-08 22:14:14,pes,20,7,0
27300,2020-06-08 22:15:51,3.5,2020-03-25 22:18:05,fena,,,1
27304,2020-06-08 22:22:48,3.20,2016-09-05 22:23:33,pes,20,8,0
27306,2020-06-08 22:29:52,20,2019-06-09 22:32:45,pes,,,1
27308,2020-06-08 22:41:16,,2011-12-05 22:42:41,fena,,,0
27309,2020-06-08 22:46:53,6,2011-12-05 22:47:30,fena,21,8,0
27311,2020-06-08 23:03:04,,,,,,0
27312,2020-06-09 05:23:14,,,,,,0
27313,2020-06-09 05:47:21,3.6,2018-03-09 05:48:01,pes,21,8,0
27315,2020-06-09 06:49:55,36,2012-07-01 06:50:37,pes,20,8,0
27317,2020-06-09 07:07:54,5.40,2005-03-15 07:09:25,fena,20,7,0
27321,2020-06-09 07:35:50,,,,,,0
27322,2020-06-09 07:46:57,38,2014-04-09 07:47:38,pes,20,8,0
27324,2020-06-09 09:09:37,,,,,,0
27325,2020-06-09 09:12:11,30,2018-06-18 09:13:07,fena,20,10,0
27326,2020-06-09 09:22:31,13,2017-03-18 09:23:51,pes,21,8,0
27328,2020-06-09 09:54:44,5,2016-01-23 09:55:30,pes,21,8,0
27330,2020-06-09 10:10:59,9,2017-05-18 11:00:54,fena,21,8,0
27332,2020-06-09 10:35:09,45,2017-04-08 10:36:20,pes,20,8,0
27336,2020-06-09 10:41:17,29,2010-06-09 10:41:56,pes,21,7,0
27339,2020-06-09 11:05:46,6.7,2016-02-25 11:06:35,pes,20,8,0
27341,2020-06-09 11:27:14,55,2016-11-02 11:28:35,pes,20,9,0
27343,2020-06-09 11:43:38,4,2019-08-09 11:48:45,pes,19,8,0
27345,2020-06-09 11:56:17,34,2017-02-14 12:06:52,fena,21,8,0
27346,2020-06-09 12:01:34,13,2017-03-18 00:00:00,pes,21,8,0
27350,2020-06-09 12:08:35,10,2018-08-09 00:00:00,pes,20,8,0
27357,2020-06-09 13:09:12,7,2012-05-09 13:11:38,fena,21,7,0
27359,2020-06-09 13:21:39,4.3,2020-03-28 14:46:31,fena,20,8,1
27361,2020-06-09 13:29:33,34,2012-06-09 13:30:19,fena,20,7,0
27363,2020-06-09 13:37:58,7.20,2014-05-03 13:38:48,pes,20,8,0
27365,2020-06-09 13:49:18,7,2014-05-03 13:49:52,pes,20,8,0
27369,2020-06-09 14:31:46,,,,,,0
27370,2020-06-09 14:41:55,14,2009-10-29 14:43:31,fena,21,7,0
27372,2020-06-09 15:17:45,16,2016-06-09 15:21:48,fena,20,8,0
27374,2020-06-09 15:41:28,6.7,2015-08-16 15:46:33,pes,20,9,0
27376,2020-06-09 16:10:23,2.7,2019-12-09 16:12:16,fena,,,1
27378,2020-06-09 16:16:23,30,2015-06-03 16:17:18,fena,20,8,0
27380,2020-06-09 16:45:46,21,2015-12-07 16:47:06,fena,20,8,0
27382,2020-06-09 17:06:51,30,2019-03-09 17:08:26,pes,,,1
27384,2020-06-09 17:13:21,15,2011-05-09 17:16:20,pes,20,9,0
27386,2020-06-09 17:44:31,6,2015-04-07 17:48:49,fena,20,8,0
27388,2020-06-09 18:31:20,30,2018-01-09 18:32:19,fena,20,9,0
27390,2020-06-09 18:37:00,,,,,,0
27391,2020-06-09 18:51:53,11,2007-06-28 18:53:17,pes,21,7,0
27392,2020-06-09 19:49:01,5.5,2016-09-07 19:52:20,pes,20,8,0
27394,2020-06-09 20:10:37,36,2015-09-09 20:11:51,fena,20,8,0
27396,2020-06-09 20:20:18,3.1,2016-06-09 20:28:05,pes,20,7,0
27397,2020-06-09 20:25:16,25,2020-01-09 20:28:17,fena,,,1
27398,2020-06-09 20:27:41,39,2017-10-09 20:30:15,pes,20,8,0
27404,2020-06-09 20:56:54,22,2020-01-10 20:58:00,fena,,,1
27406,2020-06-09 21:21:36,24,2016-06-13 21:24:16,pes,20,8,0
27408,2020-06-09 21:43:18,,,,,,0
27409,2020-06-09 21:48:29,4,2012-05-21 21:54:29,fena,20,7,0
27411,2020-06-09 22:02:10,17.5,2018-10-25 22:19:44,fena,21,8,0
27412,2020-06-09 22:18:29,14,2019-04-09 22:18:51,pes,19,10,0
27415,2020-06-09 22:27:45,5.5,2016-06-04 22:28:29,fena,20,7,0
27417,2020-06-09 22:35:28,3,2015-06-06 22:40:30,fena,20,8,0
27421,2020-06-09 22:48:14,6,2020-03-09 22:48:46,fena,,,1
27422,2020-06-09 23:00:16,2.700,2017-11-17 23:02:40,fena,21,8,0
27423,2020-06-09 23:00:30,,,,,,0
27427,2020-06-10 06:41:04,,,,,,0
27428,2020-06-10 07:22:51,7,2017-03-06 07:23:51,pes,21,8,0
27429,2020-06-10 07:44:37,22,2016-02-10 07:44:47,fena,20,8,0
27433,2020-06-10 08:07:23,35,2014-03-10 08:08:42,pes,21,8,0
27435,2020-06-10 08:44:07,8,2018-08-05 08:47:56,fena,21,7,0
27436,2020-06-10 08:47:49,44,2019-01-30 08:48:50,fena,,,1
27439,2020-06-10 09:03:49,20,2018-11-10 09:05:01,pes,19,10,0
27441,2020-06-10 09:10:48,4.5,2020-04-24 09:12:33,pes,,,1
27443,2020-06-10 09:26:02,,,,,,0
27444,2020-06-10 09:28:15,6,2008-01-13 09:29:53,fena,20,7,0
27446,2020-06-10 09:59:58,25,2015-03-02 10:13:33,pes,20,8,0
27451,2020-06-10 10:54:01,9,2019-02-19 10:55:50,fena,20,8,0
27453,2020-06-10 11:06:43,20,2010-11-10 11:11:10,pes,21,,0
27454,2020-06-10 12:16:09,,,,,,0
27455,2020-06-10 12:36:46,4,2015-05-29 12:37:52,fena,20,8,0
27457,2020-06-10 12:54:38,3.7,2018-05-19 12:55:34,fena,20,8,0
27459,2020-06-10 13:01:42,35,2019-06-17 13:02:12,fena,,,1
27461,2020-06-10 13:12:56,11,2020-02-02 13:14:14,fena,,,1
27463,2020-06-10 13:20:40,13,2019-06-30 13:21:25,pes,,,1
27467,2020-06-10 13:51:37,,,,,,0
27468,2020-06-10 14:02:33,,,,,,0
27469,2020-06-10 14:10:32,15,2019-05-09 14:11:38,pes,,,1
27470,2020-06-10 14:12:05,2.5,2010-11-30 14:15:59,fena,20,8,0
27477,2020-06-10 14:25:11,26,2008-05-10 14:25:40,fena,18,8,0
27480,2020-06-10 14:35:24,4.20,2010-01-12 14:36:25,fena,21,8,0
27482,2020-06-10 14:42:16,6,2009-11-20 14:43:45,fena,20,8,0
27486,2020-06-10 14:53:44,4,2005-03-19 14:54:45,fena,20,7,0
27488,2020-06-10 15:24:25,3.6,2014-05-05 15:30:42,fena,19,8,0
27490,2020-06-10 15:39:12,,,,,,0
27491,2020-06-10 15:41:22,4,2019-11-10 15:42:36,pes,,,1
27493,2020-06-10 15:58:29,14,2018-09-05 15:59:22,pes,20,8,0
27494,2020-06-10 16:08:12,9,2018-04-10 16:09:21,fena,19,8,0
27496,2020-06-10 16:19:59,22,2016-04-10 16:20:40,fena,20,8,0
27498,2020-06-10 17:10:02,30,2019-09-27 17:11:15,pes,,,1
27500,2020-06-10 17:15:13,,,,,,0
27501,2020-06-10 17:29:35,,,,,,0
27502,2020-06-10 17:33:46,4,2011-10-06 17:38:47,pes,22,8,0
27503,2020-06-10 17:47:48,,2011-09-10 17:48:35,,,,0
27504,2020-06-10 17:48:42,30,2014-04-06 17:51:08,fena,20,8,0
27506,2020-06-10 18:24:52,,,,,,0
27507,2020-06-10 18:34:08,9.2,2012-02-21 18:37:53,pes,21,8,0
27511,2020-06-10 19:00:56,24,2017-09-10 19:02:17,pes,20,8,0
27512,2020-06-10 19:04:26,7.3,2016-08-12 19:05:30,pes,20,9,0
27518,2020-06-10 19:33:59,,,,,,0
27519,2020-06-10 19:38:19,9,2017-05-19 19:39:30,fena,20,9,0
27520,2020-06-10 19:38:53,12,2019-11-22 19:42:05,pes,,,1
27521,2020-06-10 19:39:33,5,2009-08-13 19:45:20,pes,20,7,0
27522,2020-06-10 19:40:40,45,2018-10-27 19:41:38,pes,20,7,0
27523,2020-06-10 19:41:10,21,2016-06-20 19:41:54,fena,20,9,0
27525,2020-06-10 19:42:04,16,2019-09-29 19:44:50,fena,,,1
27530,2020-06-10 19:51:41,34,2016-06-19 19:55:21,pes,19,9,0
27531,2020-06-10 19:53:11,16,2019-05-22 19:55:36,pes,,,1
27533,2020-06-10 19:54:45,,,,,,0
27534,2020-06-10 19:54:58,33,2016-03-30 19:55:27,fena,21,8,0
27538,2020-06-10 20:02:12,17,2019-06-14 20:08:22,fena,,,1
27539,2020-06-10 20:03:21,45,2009-01-18 20:04:33,fena,22,7,0
27540,2020-06-10 20:04:51,16,2018-04-10 20:06:37,fena,20,9,0
27548,2020-06-10 20:13:33,18,2019-11-05 20:15:28,fena,,,1
27549,2020-06-10 20:17:19,33,2016-06-10 20:17:51,fena,20,8,0
27551,2020-06-10 20:18:55,,,,,,0
27553,2020-06-10 20:32:53,,,,,,0
27554,2020-06-10 20:48:44,14,2019-04-07 20:49:35,fena,20,8,0
27558,2020-06-10 20:54:00,38,2019-04-01 20:55:46,pes,,,1
27560,2020-06-10 21:10:53,,,,,,0
27561,2020-06-10 21:27:22,9,2020-03-09 21:29:46,pes,,,1
27563,2020-06-10 22:01:19,33.4,2012-03-28 22:03:28,fena,20,8,0
27564,2020-06-10 22:03:21,30,2011-09-30 22:05:58,fena,20,9,0
27565,2020-06-10 22:04:31,4.5,2020-03-28 22:06:25,fena,,,1
27570,2020-06-10 22:09:54,12.5,2018-07-01 22:11:37,fena,20,7,0
27572,2020-06-10 22:19:43,3,2020-04-10 22:50:42,pes,,,1
27577,2020-06-10 22:36:03,7,2018-05-10 22:36:57,pes,20,9,0
27581,2020-06-10 22:48:20,18,2017-12-29 22:58:23,fena,20,9,0
27583,2020-06-10 22:52:45,33.4,2012-03-28 23:00:44,fena,20,8,0
27586,2020-06-10 22:54:56,25,2017-05-17 23:02:40,fena,20,9,0
27587,2020-06-10 22:57:02,11,2018-06-05 22:58:22,pes,20,8,0
27593,2020-06-10 23:02:06,9.5,2010-12-10 23:02:36,fena,21,8,0
27595,2020-06-10 23:05:13,6,2019-09-20 23:07:06,fena,,,1
27596,2020-06-10 23:08:50,2,2020-04-12 23:09:35,fena,,,1
27601,2020-06-10 23:17:47,13,2018-12-09 23:20:27,pes,20,9,0
27602,2020-06-10 23:18:16,12.2,2018-01-10 23:20:36,fena,20,8,0
27607,2020-06-11 00:18:51,,,,,,0
27608,2020-06-11 04:56:38,,,,,,0
27609,2020-06-11 06:14:10,16,2019-05-22 06:15:43,pes,,,1
27610,2020-06-11 06:37:21,28,2013-01-01 06:38:08,fena,20,8,0
27612,2020-06-11 06:59:30,25,2019-07-06 07:00:48,fena,,,1
27614,2020-06-11 07:04:39,2,2015-06-11 07:04:53,fena,20,7,0
27615,2020-06-11 07:04:44,37,2013-04-04 07:05:14,pes,20,8,0
27618,2020-06-11 08:04:23,11,2019-07-01 08:05:18,pes,,,1
27619,2020-06-11 08:04:28,36,2019-04-11 08:04:58,pes,,,1
27624,2020-06-11 08:07:54,5,2020-03-08 08:09:24,pes,,,1
27625,2020-06-11 08:11:42,8.5,2019-08-13 08:15:04,pes,19,8,0
27628,2020-06-11 08:27:18,,,,,,0
27629,2020-06-11 08:49:20,7,2016-12-11 08:49:36,pes,20,8,0
27631,2020-06-11 08:53:35,3.40,2019-05-12 08:54:51,pes,20,8,0
27633,2020-06-11 08:56:20,3,2016-10-11 15:46:28,pes,20,9,0
27640,2020-06-11 09:44:01,,2020-01-24 09:45:28,pes,,,1
27641,2020-06-11 09:44:50,30,2017-10-07 17:54:50,pes,19,8,0
27645,2020-06-11 09:59:53,22,2014-04-11 10:01:13,fena,20,8,0
27646,2020-06-11 10:01:31,,,,,,0
27648,2020-06-11 10:13:51,,,,,,0
27649,2020-06-11 10:28:03,3.4,2019-05-12 10:28:32,pes,20,8,0
27653,2020-06-11 10:55:30,3,2019-05-11 10:55:53,pes,20,8,0
27657,2020-06-11 11:19:59,32,2019-02-06 11:23:55,fena,,,1
27658,2020-06-11 11:22:49,,,,,,0
27660,2020-06-11 11:35:25,26,2019-04-12 11:36:06,pes,,,1
27662,2020-06-11 11:37:58,,,,,,0
27663,2020-06-11 11:37:59,20,2017-12-07 11:46:48,fena,22,8,0
27664,2020-06-11 11:39:25,25,2019-04-11 11:40:49,pes,,,1
27667,2020-06-11 11:46:00,8,2019-10-09 11:46:59,fena,,,1
27671,2020-06-11 12:19:12,56,2016-03-11 12:32:04,pes,20,7,0
27673,2020-06-11 13:45:07,5,2007-06-05 14:06:33,fena,22,7,0
27674,2020-06-11 13:50:57,17,2004-06-11 13:52:07,pes,20,8,0
27677,2020-06-11 13:59:56,5,2010-06-06 14:01:01,fena,20,9,0
27681,2020-06-11 14:17:18,3.5,2019-04-15 14:21:40,pes,20,8,0
27683,2020-06-11 14:40:03,,,,,,0
27684,2020-06-11 14:43:05,26,2009-03-19 14:45:15,fena,20,9,0
27686,2020-06-11 14:49:15,14,2020-02-18 14:49:57,fena,,,1
27688,2020-06-11 14:59:01,16,2014-09-02 15:20:55,fena,21,7,0
27690,2020-06-11 15:28:03,6,2010-10-19 15:30:36,fena,21,8,0
27694,2020-06-11 15:46:09,,,,,,0
27697,2020-06-11 15:52:25,2.4,2018-06-13 17:07:16,fena,20,8,0
27698,2020-06-11 16:23:35,12.5,2007-05-11 16:24:00,fena,20,8,0
27700,2020-06-11 16:40:20,11.2,2019-05-04 16:41:50,pes,20,9,0
27701,2020-06-11 16:40:59,23,2019-09-12 16:43:12,pes,,,1
27705,2020-06-11 17:32:29,22,2019-04-04 17:35:48,fena,,,1
27706,2020-06-11 17:42:24,,2017-06-11 17:43:32,fena,,,0
27707,2020-06-11 17:49:53,1,2020-02-21 17:51:17,fena,,,1
27709,2020-06-11 18:12:46,34,2010-11-27 18:14:44,pes,20,8,0
27710,2020-06-11 18:17:19,38,2008-12-11 18:20:05,fena,20,8,0
27713,2020-06-11 18:34:18,2.8,2020-04-11 18:34:42,fena,,,1
27715,2020-06-11 18:41:20,28,2010-06-11 18:43:04,fena,20,8,0
27717,2020-06-11 18:50:21,7,2016-02-11 18:45:39,pes,20,7,0
27719,2020-06-11 19:12:31,,,,,,0
27720,2020-06-11 19:33:16,5.2,2012-06-18 19:55:09,fena,21,7,0
27721,2020-06-11 19:35:34,3.2,2007-04-11 19:37:19,fena,20,8,0
27724,2020-06-11 19:38:59,29,2019-03-30 19:41:47,fena,,,1
27726,2020-06-11 19:40:06,,,,,,0
27732,2020-06-11 20:50:26,4,2014-05-17 20:52:01,pes,20,8,0
27733,2020-06-11 20:53:17,15,2011-11-29 20:55:26,pes,20,7,0
27735,2020-06-11 20:56:29,28,2018-08-11 21:00:33,fena,20,8,0
27738,2020-06-11 21:08:29,5,2020-03-28 21:09:30,pes,,,1
27740,2020-06-11 21:17:17,,,,,,0
27741,2020-06-11 21:28:58,33,2016-11-21 21:30:18,fena,20,9,0
27742,2020-06-11 21:32:12,6.5,2015-04-11 21:32:38,pes,20,8,0
27744,2020-06-11 21:33:52,22,2017-03-19 21:40:19,pes,20,8,0
27746,2020-06-11 21:36:51,22,2014-12-11 21:38:06,pes,19,7,0
27748,2020-06-11 21:38:09,22,2019-05-05 21:40:15,pes,,,1
27751,2020-06-11 21:48:41,23,2019-05-05 21:50:36,pes,,,1
27753,2020-06-11 21:58:44,4,2019-11-09 21:59:55,fena,,,1
27755,2020-06-11 22:50:19,13,2016-04-24 22:51:14,pes,20,9,0
27757,2020-06-11 23:29:31,27,2017-05-11 23:30:06,pes,20,8,0
27759,2020-06-11 23:47:24,15,2015-08-16 23:49:30,fena,20,8,0
27761,2020-06-12 00:21:33,20,2018-02-12 00:22:45,fena,20,8,0
27763,2020-06-12 00:57:00,12,2016-10-15 00:59:05,pes,21,8,0
27765,2020-06-12 02:23:16,,,,,,0
27766,2020-06-12 02:29:34,31,2014-01-06 02:30:47,fena,20,8,0
27770,2020-06-12 02:36:29,27,2020-04-11 02:37:13,fena,,,1
27773,2020-06-12 04:49:05,5,2017-05-12 04:54:20,pes,20,8,0
27775,2020-06-12 05:46:28,22,2015-02-13 05:48:52,fena,20,8,0
27780,2020-06-12 07:14:42,12,2016-10-10 07:17:45,fena,20,9,0
27782,2020-06-12 07:25:56,17,2017-09-13 07:31:12,pes,20,8,0
27784,2020-06-12 07:55:12,28,2016-05-13 07:55:57,pes,20,8,0
27786,2020-06-12 08:09:56,2.10,2011-09-21 08:11:06,fena,20,8,0
27788,2020-06-12 08:18:35,,,,,,0
27789,2020-06-12 08:23:47,2.10,2016-07-27 08:26:12,fena,20,7,0
27790,2020-06-12 08:27:21,27,2019-04-12 08:29:23,fena,,,1
27797,2020-06-12 08:44:45,14,2012-04-16 08:49:35,pes,20,8,0
27798,2020-06-12 08:47:33,10,2020-04-12 08:48:55,fena,,,1
27802,2020-06-12 08:59:14,2.6,2020-02-16 09:01:43,pes,,,1
27805,2020-06-12 09:39:38,4,2018-10-18 09:40:20,fena,21,7,0
27807,2020-06-12 09:49:12,13,2017-06-21 09:52:13,pes,20,8,0
27809,2020-06-12 10:15:36,21,2018-02-12 10:16:30,fena,20,8,0
27811,2020-06-12 10:21:38,15,2019-09-13 10:22:19,fena,,,1
27813,2020-06-12 11:13:58,6,2020-01-16 11:18:41,fena,20,8,1
27815,2020-06-12 11:30:34,21,2016-03-12 11:31:11,fena,20,9,0
27817,2020-06-12 11:48:43,41,2012-08-12 11:49:27,fena,21,8,0
27819,2020-06-12 12:09:03,8,2019-09-21 12:13:14,fena,,,1
27821,2020-06-12 13:14:45,24,2018-05-12 13:15:33,fena,22,8,0
27822,2020-06-12 13:15:16,27,2012-12-12 13:16:20,pes,21,8,0
27825,2020-06-12 13:18:59,,,,,,0
27830,2020-06-12 13:54:17,5,2019-08-15 13:58:57,pes,20,8,0
27836,2020-06-12 14:40:51,,,,,,0
27837,2020-06-12 14:41:02,43,2018-12-12 14:41:50,pes,20,8,0
27839,2020-06-12 14:44:23,73,1992-06-23 14:45:26,pes,20,8,0
27841,2020-06-12 14:48:35,,,,,,0
27842,2020-06-12 14:48:56,6.3,2018-03-14 12:25:24,pes,20,8,0
27844,2020-06-12 15:19:25,30,2015-05-23 15:20:31,pes,20,8,0
27846,2020-06-12 15:25:43,12.5,2015-02-25 15:27:09,fena,20,9,0
27850,2020-06-12 15:41:19,40,2012-04-12 15:45:02,pes,20,8,0
27852,2020-06-12 16:06:57,20,2019-10-19 16:08:05,pes,,,1
27854,2020-06-12 16:09:21,40,2016-07-04 16:10:08,fena,22,7,0
27858,2020-06-12 16:23:02,2.5,2019-06-16 21:04:54,pes,20,8,0
27860,2020-06-12 17:06:29,32,2012-04-12 17:06:54,fena,21,9,0
27862,2020-06-12 19:18:39,,,,,,0
27863,2020-06-12 19:23:03,6,2020-01-16 19:24:58,fena,,,1
27865,2020-06-12 19:26:43,40,2012-08-13 19:27:24,fena,20,8,0
27867,2020-06-12 19:55:03,20,2016-04-28 19:56:31,pes,20,8,0
27869,2020-06-12 20:34:15,15,2011-07-12 20:35:59,fena,20,8,0
27871,2020-06-12 20:55:52,11,2019-06-12 20:56:47,fena,,,1
27873,2020-06-12 21:27:21,6.5,2006-07-01 21:29:27,pes,18,7,0
27875,2020-06-12 21:33:50,24,2012-08-23 17:10:10,pes,19,8,0
27876,2020-06-12 21:45:57,10,2020-02-02 21:51:48,pes,,,1
27880,2020-06-12 22:17:44,11,2020-02-07 22:19:18,pes,,,1
27882,2020-06-12 22:45:34,40,2010-05-29 22:47:33,fena,21,7,0
27883,2020-06-12 23:08:25,12,2020-02-12 23:08:32,pes,,,1
27888,2020-06-12 23:24:50,,,,,,0
27889,2020-06-12 23:38:19,13,2015-05-12 23:38:45,fena,20,8,0
27891,2020-06-12 23:49:40,12.4,2011-12-12 23:50:35,pes,21,8,0
27893,2020-06-13 05:25:58,28,2017-01-13 05:27:25,fena,21,8,0
27895,2020-06-13 06:02:35,,2003-12-13 06:03:16,pes,,,0
27896,2020-06-13 06:22:56,,,,,,0
27897,2020-06-13 06:53:07,20,2017-01-13 06:54:14,pes,19,9,0
27898,2020-06-13 06:53:09,27,2009-06-09 06:55:43,fena,21,8,0
27903,2020-06-13 07:05:01,20,2019-05-24 07:15:00,fena,21,8,1
27905,2020-06-13 07:44:08,30,2019-08-09 07:45:50,pes,,,1
27909,2020-06-13 07:58:05,12,2020-02-29 07:59:04,fena,,,1
27912,2020-06-13 08:57:04,,,,,,0
27913,2020-06-13 09:10:22,5,2018-08-29 09:11:11,pes,20,8,0
27915,2020-06-13 09:15:03,49,2015-10-01 09:15:56,pes,19,8,0
27917,2020-06-13 09:28:19,0.5,2019-05-13 09:30:05,fena,20,8,0
27919,2020-06-13 10:12:07,33.4,2012-03-28 10:13:35,fena,20,8,0
27920,2020-06-13 10:12:59,,,,,,0
27925,2020-06-13 10:18:02,9,2019-03-05 10:26:23,fena,20,8,0
27929,2020-06-13 10:36:58,,,,,,0
27930,2020-06-13 10:42:18,33,2020-01-24 10:51:28,pes,,,1
27932,2020-06-13 11:11:01,25,2009-06-07 11:12:30,fena,20,8,0
27934,2020-06-13 11:44:01,50,2019-03-13 11:52:12,fena,,,1
27936,2020-06-13 12:46:51,8.5,2014-12-19 16:29:25,fena,21,7,0
27938,2020-06-13 13:00:07,70,2017-09-06 13:17:09,pes,20,8,0
27940,2020-06-13 13:42:03,30,2009-04-07 13:42:43,pes,20,7,0
27942,2020-06-13 14:07:25,33.5,2016-10-19 16:28:30,pes,21,9,0
27944,2020-06-13 14:19:53,5,2020-04-01 14:20:32,fena,,,1
27945,2020-06-13 14:26:33,5.5,2015-03-04 14:27:42,pes,20,7,0
27947,2020-06-13 15:01:15,18,2010-05-20 15:02:18,fena,19,8,0
27949,2020-06-13 15:22:13,31,2013-08-13 15:22:57,fena,21,9,0
27951,2020-06-13 15:49:59,,,,,,0
27952,2020-06-13 16:12:37,15,2020-01-05 16:13:20,pes,,,1
27954,2020-06-13 16:30:44,36,2019-04-10 16:32:18,pes,19,9,0
27955,2020-06-13 16:32:06,50,2015-12-22 16:32:58,pes,20,8,0
27958,2020-06-13 16:36:36,12,2019-12-12 16:37:50,pes,,,1
27959,2020-06-13 17:08:36,19,2019-10-03 17:09:04,fena,,,1
27961,2020-06-13 18:10:04,40,2017-03-13 18:11:36,fena,20,10,0
27963,2020-06-13 18:16:15,45,2017-01-30 18:19:22,fena,20,9,0
27964,2020-06-13 18:17:50,70,2011-11-17 18:19:45,pes,20,8,0
27967,2020-06-13 18:28:00,37,2013-01-13 18:28:39,pes,19,8,0
27968,2020-06-13 19:02:20,30,2016-03-13 19:04:22,pes,20,8,0
27969,2020-06-13 19:03:27,1.5,2020-04-13 19:03:48,fena,,,1
27972,2020-06-13 19:27:00,8.6,2019-03-09 19:27:49,pes,20,9,0
27974,2020-06-13 19:33:08,32,2017-02-20 19:35:49,fena,20,8,0
27975,2020-06-13 19:36:10,28,2007-04-13 19:36:46,pes,20,7,0
27981,2020-06-13 19:43:41,26,2012-05-17 19:44:27,pes,19,8,0
27983,2020-06-13 19:45:54,39,2019-05-11 19:46:49,pes,,,1
27985,2020-06-13 20:03:58,40,2018-03-13 20:04:46,fena,20,10,0
27986,2020-06-13 21:00:52,1.5,2020-03-28 21:02:01,fena,,,1
27987,2020-06-13 21:04:02,30,2015-05-25 08:53:15,pes,21,8,0
27988,2020-06-13 21:04:13,22,2011-05-15 21:06:16,fena,20,9,0
27995,2020-06-13 21:31:35,8,2008-02-13 21:32:09,pes,20,8,0
27997,2020-06-13 21:43:14,40,2019-01-13 21:43:57,pes,,,1
27999,2020-06-13 21:50:12,40,2019-05-13 21:50:35,pes,,,1
28001,2020-06-13 21:57:52,27,2017-11-13 21:59:13,fena,19,8,0
28002,2020-06-13 22:28:35,,,,,,0
28003,2020-06-13 22:29:03,,,,,,0
28004,2020-06-13 22:43:00,5,2011-06-13 22:43:34,pes,20,7,0
28006,2020-06-13 23:21:35,,,,,,0
28007,2020-06-13 23:22:01,,,,,,0
28008,2020-06-14 00:23:52,40,2013-08-17 00:25:54,pes,20,8,0
28010,2020-06-14 00:51:01,9,2019-12-12 00:51:24,pes,,,1
28012,2020-06-14 07:04:27,5,2019-11-14 07:05:12,fena,,,1
28014,2020-06-14 07:56:05,35,2017-09-29 07:57:16,pes,21,8,0
28015,2020-06-14 07:56:46,15,2019-02-24 07:57:26,pes,19,8,0
28018,2020-06-14 07:59:53,28,2013-03-20 08:01:32,fena,20,8,0
28019,2020-06-14 08:01:25,,2010-06-06 08:03:32,fena,,,0
28021,2020-06-14 08:41:11,44,2015-08-03 09:03:30,pes,22,8,0
28022,2020-06-14 08:50:16,14,2019-09-05 08:51:14,fena,,,1
28024,2020-06-14 08:56:36,29,2015-12-14 08:58:49,pes,21,8,0
28029,2020-06-14 09:47:27,2,2017-01-14 09:56:00,fena,20,8,0
28034,2020-06-14 10:27:02,,,,,,0
28035,2020-06-14 10:43:28,10,2020-03-14 10:43:40,fena,,,1
28037,2020-06-14 10:45:35,41,2017-01-14 10:45:45,pes,20,9,0
28039,2020-06-14 11:28:08,4.5,2014-06-14 11:28:42,fena,18,7,0
28041,2020-06-14 11:59:11,28,2018-03-20 12:00:16,fena,19,9,0
28043,2020-06-14 12:11:09,24,2018-10-21 12:12:22,pes,20,8,0
28045,2020-06-14 12:15:42,0.9,2020-04-25 12:18:38,pes,,,1
28047,2020-06-14 12:27:36,48,2018-03-14 12:29:27,fena,20,8,0
28048,2020-06-14 12:27:41,28,2013-06-14 12:30:03,pes,20,8,0
28053,2020-06-14 12:33:29,8.1,2017-05-18 12:34:24,pes,20,8,0
28056,2020-06-14 12:50:54,5,2019-02-07 12:51:49,fena,20,8,0
28062,2020-06-14 13:02:21,25,2016-12-01 13:05:20,pes,20,10,0
28064,2020-06-14 13:21:16,25,2007-01-01 13:30:05,pes,20,7,0
